ensembl_id,ensembl_base_id,gene_symbol,gene_description
ENSG00000132821.12,ENSG00000132821,VSTM2L,NA
ENSG00000132823.11,ENSG00000132823,OSER1,NA
ENSG00000132824.14,ENSG00000132824,SERINC3,NA
ENSG00000132825.7,ENSG00000132825,PPP1R3D,NA
ENSG00000132837.15,ENSG00000132837,DMGDH,NA
ENSG00000132840.10,ENSG00000132840,BHMT2,NA
ENSG00000132842.14,ENSG00000132842,AP3B1,NA
ENSG00000132846.6,ENSG00000132846,ZBED3,NA
ENSG00000132849.21,ENSG00000132849,PATJ,NA
ENSG00000132854.19,ENSG00000132854,KANK4,NA
ENSG00000132855.5,ENSG00000132855,ANGPTL3,NA
ENSG00000132872.12,ENSG00000132872,SYT4,NA
ENSG00000132874.15,ENSG00000132874,SLC14A2,NA
ENSG00000132879.14,ENSG00000132879,FBXO44,NA
ENSG00000132881.12,ENSG00000132881,CPLANE2,NA
ENSG00000132906.18,ENSG00000132906,CASP9,NA
ENSG00000132911.5,ENSG00000132911,NMUR2,NA
ENSG00000132912.13,ENSG00000132912,DCTN4,NA
ENSG00000132915.11,ENSG00000132915,PDE6A,NA
ENSG00000132932.17,ENSG00000132932,ATP8A2,NA
ENSG00000132938.21,ENSG00000132938,MTUS2,NA
ENSG00000132950.19,ENSG00000132950,ZMYM5,NA
ENSG00000132952.12,ENSG00000132952,USPL1,NA
ENSG00000132953.16,ENSG00000132953,XPO4,NA
ENSG00000132958.17,ENSG00000132958,TPTE2,NA
ENSG00000132963.8,ENSG00000132963,POMP,NA
ENSG00000132964.12,ENSG00000132964,CDK8,NA
ENSG00000132965.10,ENSG00000132965,ALOX5AP,NA
ENSG00000132967.9,ENSG00000132967,HMGB1P5,NA
ENSG00000132970.14,ENSG00000132970,WASF3,NA
ENSG00000133019.12,ENSG00000133019,CHRM3,NA
ENSG00000133020.4,ENSG00000133020,MYH8,NA
ENSG00000133026.13,ENSG00000133026,MYH10,NA
ENSG00000133027.18,ENSG00000133027,PEMT,NA
ENSG00000133028.12,ENSG00000133028,SCO1,NA
ENSG00000133030.22,ENSG00000133030,MPRIP,NA
ENSG00000133048.13,ENSG00000133048,CHI3L1,NA
ENSG00000133055.9,ENSG00000133055,MYBPH,NA
ENSG00000133056.13,ENSG00000133056,PIK3C2B,NA
ENSG00000133059.17,ENSG00000133059,DSTYK,NA
ENSG00000133063.16,ENSG00000133063,CHIT1,NA
ENSG00000133065.11,ENSG00000133065,SLC41A1,NA
ENSG00000133067.17,ENSG00000133067,LGR6,NA
ENSG00000133069.17,ENSG00000133069,TMCC2,NA
ENSG00000133083.15,ENSG00000133083,DCLK1,NA
ENSG00000133101.10,ENSG00000133101,CCNA1,NA
ENSG00000133103.17,ENSG00000133103,COG6,NA
ENSG00000133104.14,ENSG00000133104,SPART,NA
ENSG00000133106.15,ENSG00000133106,EPSTI1,NA
ENSG00000133107.15,ENSG00000133107,TRPC4,NA
ENSG00000133110.15,ENSG00000133110,POSTN,NA
ENSG00000133111.4,ENSG00000133111,RFXAP,NA
ENSG00000133112.17,ENSG00000133112,TPT1,NA
ENSG00000133114.18,ENSG00000133114,GPALPP1,NA
ENSG00000133115.12,ENSG00000133115,STOML3,NA
ENSG00000133116.8,ENSG00000133116,KL,NA
ENSG00000133119.13,ENSG00000133119,RFC3,NA
ENSG00000133121.21,ENSG00000133121,STARD13,NA
ENSG00000133124.11,ENSG00000133124,IRS4,NA
ENSG00000133131.15,ENSG00000133131,MORC4,NA
ENSG00000133134.12,ENSG00000133134,BEX2,NA
ENSG00000133135.14,ENSG00000133135,RNF128,NA
ENSG00000133138.20,ENSG00000133138,TBC1D8B,NA
ENSG00000133142.18,ENSG00000133142,TCEAL4,NA
ENSG00000133169.6,ENSG00000133169,BEX1,NA
ENSG00000133193.12,ENSG00000133193,FAM104A,NA
ENSG00000133195.11,ENSG00000133195,SLC39A11,NA
ENSG00000133216.17,ENSG00000133216,EPHB2,NA
ENSG00000133226.17,ENSG00000133226,SRRM1,NA
ENSG00000133243.10,ENSG00000133243,BTBD2,NA
ENSG00000133246.12,ENSG00000133246,PRAM1,NA
ENSG00000133247.14,ENSG00000133247,KMT5C,NA
ENSG00000133250.14,ENSG00000133250,ZNF414,NA
ENSG00000133256.13,ENSG00000133256,PDE6B,NA
ENSG00000133265.11,ENSG00000133265,HSPBP1,NA
ENSG00000133275.16,ENSG00000133275,CSNK1G2,NA
ENSG00000133302.13,ENSG00000133302,SLF1,NA
ENSG00000133313.15,ENSG00000133313,CNDP2,NA
ENSG00000133315.12,ENSG00000133315,MACROD1,NA
ENSG00000133316.15,ENSG00000133316,WDR74,NA
ENSG00000133317.16,ENSG00000133317,LGALS12,NA
ENSG00000133318.14,ENSG00000133318,RTN3,NA
ENSG00000133321.11,ENSG00000133321,PLAAT4,NA
ENSG00000133328.4,ENSG00000133328,PLAAT2,NA
ENSG00000133392.18,ENSG00000133392,MYH11,NA
ENSG00000133393.13,ENSG00000133393,CEP20,NA
ENSG00000133398.4,ENSG00000133398,MED10,NA
ENSG00000133401.16,ENSG00000133401,PDZD2,NA
ENSG00000133422.14,ENSG00000133422,MORC2,NA
ENSG00000133424.22,ENSG00000133424,LARGE1,NA
ENSG00000133433.11,ENSG00000133433,GSTT2B,NA
ENSG00000133454.16,ENSG00000133454,MYO18B,NA
ENSG00000133460.19,ENSG00000133460,SLC2A11,NA
ENSG00000133466.14,ENSG00000133466,C1QTNF6,NA
ENSG00000133475.17,ENSG00000133475,GGT2,NA
ENSG00000133477.17,ENSG00000133477,FAM83F,NA
ENSG00000133488.15,ENSG00000133488,SEC14L4,NA
ENSG00000133519.12,ENSG00000133519,ZDHHC8P1,NA
ENSG00000133561.15,ENSG00000133561,GIMAP6,NA
ENSG00000133574.10,ENSG00000133574,GIMAP4,NA
ENSG00000133597.11,ENSG00000133597,ADCK2,NA
ENSG00000133606.11,ENSG00000133606,MKRN1,NA
ENSG00000133612.19,ENSG00000133612,AGAP3,NA
ENSG00000133619.17,ENSG00000133619,KRBA1,NA
ENSG00000133624.13,ENSG00000133624,ZNF767P,NA
ENSG00000133627.18,ENSG00000133627,ACTR3B,NA
ENSG00000133636.11,ENSG00000133636,NTS,NA
ENSG00000133639.6,ENSG00000133639,BTG1,NA
ENSG00000133640.20,ENSG00000133640,LRRIQ1,NA
ENSG00000133641.18,ENSG00000133641,C12orf29,NA
ENSG00000133657.16,ENSG00000133657,ATP13A3,NA
ENSG00000133661.17,ENSG00000133661,SFTPD,NA
ENSG00000133665.13,ENSG00000133665,DYDC2,NA
ENSG00000133678.14,ENSG00000133678,TMEM254,NA
ENSG00000133687.16,ENSG00000133687,TMTC1,NA
ENSG00000133703.13,ENSG00000133703,KRAS,NA
ENSG00000133704.10,ENSG00000133704,IPO8,NA
ENSG00000133706.19,ENSG00000133706,LARS1,NA
ENSG00000133710.16,ENSG00000133710,SPINK5,NA
ENSG00000133731.10,ENSG00000133731,IMPA1,NA
ENSG00000133739.16,ENSG00000133739,LRRCC1,NA
ENSG00000133740.11,ENSG00000133740,E2F5,NA
ENSG00000133742.14,ENSG00000133742,CA1,NA
ENSG00000133773.12,ENSG00000133773,CCDC59,NA
ENSG00000133789.15,ENSG00000133789,SWAP70,NA
ENSG00000133794.20,ENSG00000133794,ARNTL,NA
ENSG00000133800.9,ENSG00000133800,LYVE1,NA
ENSG00000133805.15,ENSG00000133805,AMPD3,NA
ENSG00000133812.16,ENSG00000133812,SBF2,NA
ENSG00000133816.17,ENSG00000133816,MICAL2,NA
ENSG00000133818.14,ENSG00000133818,RRAS2,NA
ENSG00000133835.17,ENSG00000133835,HSD17B4,NA
ENSG00000133858.17,ENSG00000133858,ZFC3H1,NA
ENSG00000133863.9,ENSG00000133863,TEX15,NA
ENSG00000133872.14,ENSG00000133872,SARAF,NA
ENSG00000133874.2,ENSG00000133874,RNF122,NA
ENSG00000133878.9,ENSG00000133878,DUSP26,NA
ENSG00000133884.10,ENSG00000133884,DPF2,NA
ENSG00000133895.17,ENSG00000133895,MEN1,NA
ENSG00000133935.7,ENSG00000133935,ERG28,NA
ENSG00000133937.5,ENSG00000133937,GSC,NA
ENSG00000133943.21,ENSG00000133943,DGLUCY,NA
ENSG00000133958.13,ENSG00000133958,UNC79,NA
ENSG00000133961.20,ENSG00000133961,NUMB,NA
ENSG00000133962.8,ENSG00000133962,CATSPERB,NA
ENSG00000133983.16,ENSG00000133983,COX16,NA
ENSG00000133985.3,ENSG00000133985,TTC9,NA
ENSG00000133997.12,ENSG00000133997,MED6,NA
ENSG00000134001.15,ENSG00000134001,EIF2S1,NA
ENSG00000134007.5,ENSG00000134007,ADAM20,NA
ENSG00000134013.16,ENSG00000134013,LOXL2,NA
ENSG00000134014.17,ENSG00000134014,ELP3,NA
ENSG00000134020.8,ENSG00000134020,PEBP4,NA
ENSG00000134028.14,ENSG00000134028,ADAMDEC1,NA
ENSG00000134030.14,ENSG00000134030,CTIF,NA
ENSG00000134042.14,ENSG00000134042,MRO,NA
ENSG00000134046.12,ENSG00000134046,MBD2,NA
ENSG00000134049.6,ENSG00000134049,IER3IP1,NA
ENSG00000134056.12,ENSG00000134056,MRPS36,NA
ENSG00000134057.15,ENSG00000134057,CCNB1,NA
ENSG00000134058.12,ENSG00000134058,CDK7,NA
ENSG00000134061.5,ENSG00000134061,CD180,NA
ENSG00000134070.5,ENSG00000134070,IRAK2,NA
ENSG00000134072.11,ENSG00000134072,CAMK1,NA
ENSG00000134077.16,ENSG00000134077,THUMPD3,NA
ENSG00000134086.8,ENSG00000134086,VHL,NA
ENSG00000134107.5,ENSG00000134107,BHLHE40,NA
ENSG00000134108.14,ENSG00000134108,ARL8B,NA
ENSG00000134109.11,ENSG00000134109,EDEM1,NA
ENSG00000134115.13,ENSG00000134115,CNTN6,NA
ENSG00000134121.10,ENSG00000134121,CHL1,NA
ENSG00000134138.20,ENSG00000134138,MEIS2,NA
ENSG00000134146.12,ENSG00000134146,DPH6,NA
ENSG00000134152.11,ENSG00000134152,KATNBL1,NA
ENSG00000134153.10,ENSG00000134153,EMC7,NA
ENSG00000134160.14,ENSG00000134160,TRPM1,NA
ENSG00000134183.12,ENSG00000134183,GNAT2,NA
ENSG00000134184.13,ENSG00000134184,GSTM1,NA
ENSG00000134186.12,ENSG00000134186,PRPF38B,NA
ENSG00000134193.15,ENSG00000134193,REG4,NA
ENSG00000134198.10,ENSG00000134198,TSPAN2,NA
ENSG00000134201.12,ENSG00000134201,GSTM5,NA
ENSG00000134202.11,ENSG00000134202,GSTM3,NA
ENSG00000134207.17,ENSG00000134207,SYT6,NA
ENSG00000134215.16,ENSG00000134215,VAV3,NA
ENSG00000134216.19,ENSG00000134216,CHIA,NA
ENSG00000134222.16,ENSG00000134222,PSRC1,NA
ENSG00000134240.12,ENSG00000134240,HMGCS2,NA
ENSG00000134242.16,ENSG00000134242,PTPN22,NA
ENSG00000134243.12,ENSG00000134243,SORT1,NA
ENSG00000134245.18,ENSG00000134245,WNT2B,NA
ENSG00000134247.10,ENSG00000134247,PTGFRN,NA
ENSG00000134248.14,ENSG00000134248,LAMTOR5,NA
ENSG00000134250.20,ENSG00000134250,NOTCH2,NA
ENSG00000134253.10,ENSG00000134253,TRIM45,NA
ENSG00000134255.14,ENSG00000134255,CEPT1,NA
ENSG00000134256.12,ENSG00000134256,CD101,NA
ENSG00000134258.17,ENSG00000134258,VTCN1,NA
ENSG00000134259.5,ENSG00000134259,NGF,NA
ENSG00000134262.13,ENSG00000134262,AP4B1,NA
ENSG00000134265.13,ENSG00000134265,NAPG,NA
ENSG00000134278.15,ENSG00000134278,SPIRE1,NA
ENSG00000134283.18,ENSG00000134283,PPHLN1,NA
ENSG00000134285.11,ENSG00000134285,FKBP11,NA
ENSG00000134287.10,ENSG00000134287,ARF3,NA
ENSG00000134291.12,ENSG00000134291,TMEM106C,NA
ENSG00000134294.14,ENSG00000134294,SLC38A2,NA
ENSG00000134297.6,ENSG00000134297,PLEKHA8P1,NA
ENSG00000134308.14,ENSG00000134308,YWHAQ,NA
ENSG00000134313.16,ENSG00000134313,KIDINS220,NA
ENSG00000134317.18,ENSG00000134317,GRHL1,NA
ENSG00000134318.14,ENSG00000134318,ROCK2,NA
ENSG00000134321.12,ENSG00000134321,RSAD2,NA
ENSG00000134323.12,ENSG00000134323,MYCN,NA
ENSG00000134324.12,ENSG00000134324,LPIN1,NA
ENSG00000134326.11,ENSG00000134326,CMPK2,NA
ENSG00000134330.19,ENSG00000134330,IAH1,NA
ENSG00000134333.14,ENSG00000134333,LDHA,NA
ENSG00000134339.9,ENSG00000134339,SAA2,NA
ENSG00000134343.14,ENSG00000134343,ANO3,NA
ENSG00000134352.20,ENSG00000134352,IL6ST,NA
ENSG00000134363.12,ENSG00000134363,FST,NA
ENSG00000134369.15,ENSG00000134369,NAV1,NA
ENSG00000134371.14,ENSG00000134371,CDC73,NA
ENSG00000134375.11,ENSG00000134375,TIMM17A,NA
ENSG00000134376.16,ENSG00000134376,CRB1,NA
ENSG00000134398.15,ENSG00000134398,ERN2,NA
ENSG00000134419.15,ENSG00000134419,RPS15A,NA
ENSG00000134440.12,ENSG00000134440,NARS1,NA
ENSG00000134444.15,ENSG00000134444,RELCH,NA
ENSG00000134452.20,ENSG00000134452,FBH1,NA
ENSG00000134453.16,ENSG00000134453,RBM17,NA
ENSG00000134460.18,ENSG00000134460,IL2RA,NA
ENSG00000134461.16,ENSG00000134461,ANKRD16,NA
ENSG00000134463.15,ENSG00000134463,ECHDC3,NA
ENSG00000134470.21,ENSG00000134470,IL15RA,NA
ENSG00000134480.16,ENSG00000134480,CCNH,NA
ENSG00000134489.7,ENSG00000134489,HRH4,NA
ENSG00000134490.14,ENSG00000134490,TMEM241,NA
ENSG00000134504.14,ENSG00000134504,KCTD1,NA
ENSG00000134508.12,ENSG00000134508,CABLES1,NA
ENSG00000134516.18,ENSG00000134516,DOCK2,NA
ENSG00000134531.10,ENSG00000134531,EMP1,NA
ENSG00000134532.19,ENSG00000134532,SOX5,NA
ENSG00000134533.6,ENSG00000134533,RERG,NA
ENSG00000134538.3,ENSG00000134538,SLCO1B1,NA
ENSG00000134539.17,ENSG00000134539,KLRD1,NA
ENSG00000134545.14,ENSG00000134545,KLRC1,NA
ENSG00000134548.11,ENSG00000134548,SPX,NA
ENSG00000134551.13,ENSG00000134551,PRH2,NA
ENSG00000134569.10,ENSG00000134569,LRP4,NA
ENSG00000134571.11,ENSG00000134571,MYBPC3,NA
ENSG00000134574.12,ENSG00000134574,DDB2,NA
ENSG00000134575.13,ENSG00000134575,ACP2,NA
ENSG00000134590.14,ENSG00000134590,RTL8C,NA
ENSG00000134594.5,ENSG00000134594,RAB33A,NA
ENSG00000134595.9,ENSG00000134595,SOX3,NA
ENSG00000134597.16,ENSG00000134597,RBMX2,NA
ENSG00000134602.16,ENSG00000134602,STK26,NA
ENSG00000134612.12,ENSG00000134612,FOLH1B,NA
ENSG00000134627.12,ENSG00000134627,PIWIL4,NA
ENSG00000134640.3,ENSG00000134640,MTNR1B,NA
ENSG00000134644.16,ENSG00000134644,PUM1,NA
ENSG00000134668.12,ENSG00000134668,SPOCD1,NA
ENSG00000134684.11,ENSG00000134684,YARS1,NA
ENSG00000134686.18,ENSG00000134686,PHC2,NA
ENSG00000134690.11,ENSG00000134690,CDCA8,NA
ENSG00000134697.13,ENSG00000134697,GNL2,NA
ENSG00000134698.11,ENSG00000134698,AGO4,NA
ENSG00000134709.12,ENSG00000134709,HOOK1,NA
ENSG00000134716.11,ENSG00000134716,CYP2J2,NA
ENSG00000134717.18,ENSG00000134717,BTF3L4,NA
ENSG00000134744.14,ENSG00000134744,TUT4,NA
ENSG00000134748.13,ENSG00000134748,PRPF38A,NA
ENSG00000134755.17,ENSG00000134755,DSC2,NA
ENSG00000134757.5,ENSG00000134757,DSG3,NA
ENSG00000134758.14,ENSG00000134758,RNF138,NA
ENSG00000134759.14,ENSG00000134759,ELP2,NA
ENSG00000134760.6,ENSG00000134760,DSG1,NA
ENSG00000134762.17,ENSG00000134762,DSC3,NA
ENSG00000134765.10,ENSG00000134765,DSC1,NA
ENSG00000134769.21,ENSG00000134769,DTNA,NA
ENSG00000134775.15,ENSG00000134775,FHOD3,NA
ENSG00000134779.15,ENSG00000134779,TPGS2,NA
ENSG00000134780.10,ENSG00000134780,DAGLA,NA
ENSG00000134802.18,ENSG00000134802,SLC43A3,NA
ENSG00000134809.9,ENSG00000134809,TIMM10,NA
ENSG00000134812.8,ENSG00000134812,CBLIF,NA
ENSG00000134815.19,ENSG00000134815,DHX34,NA
ENSG00000134817.11,ENSG00000134817,APLNR,NA
ENSG00000134824.14,ENSG00000134824,FADS2,NA
ENSG00000134825.16,ENSG00000134825,TMEM258,NA
ENSG00000134827.8,ENSG00000134827,TCN1,NA
ENSG00000134830.6,ENSG00000134830,C5AR2,NA
ENSG00000134851.13,ENSG00000134851,TMEM165,NA
ENSG00000134852.15,ENSG00000134852,CLOCK,NA
ENSG00000134853.12,ENSG00000134853,PDGFRA,NA
ENSG00000134864.10,ENSG00000134864,GGACT,NA
ENSG00000134871.19,ENSG00000134871,COL4A2,NA
ENSG00000134873.10,ENSG00000134873,CLDN10,NA
ENSG00000134874.18,ENSG00000134874,DZIP1,NA
ENSG00000134882.16,ENSG00000134882,UBAC2,NA
ENSG00000134884.15,ENSG00000134884,ARGLU1,NA
ENSG00000134897.14,ENSG00000134897,BIVM,NA
ENSG00000134899.23,ENSG00000134899,ERCC5,NA
ENSG00000134900.12,ENSG00000134900,TPP2,NA
ENSG00000134901.13,ENSG00000134901,POGLUT2,NA
ENSG00000134905.17,ENSG00000134905,CARS2,NA
ENSG00000134909.18,ENSG00000134909,ARHGAP32,NA
ENSG00000134910.14,ENSG00000134910,STT3A,NA
ENSG00000134917.10,ENSG00000134917,ADAMTS8,NA
ENSG00000134940.14,ENSG00000134940,ACRV1,NA
ENSG00000134954.14,ENSG00000134954,ETS1,NA
ENSG00000134955.12,ENSG00000134955,SLC37A2,NA
ENSG00000134962.7,ENSG00000134962,KLB,NA
ENSG00000134970.14,ENSG00000134970,TMED7,NA
ENSG00000134982.17,ENSG00000134982,APC,NA
ENSG00000134986.14,ENSG00000134986,NREP,NA
ENSG00000134987.11,ENSG00000134987,WDR36,NA
ENSG00000134996.12,ENSG00000134996,OSTF1,NA
ENSG00000135002.12,ENSG00000135002,RFK,NA
ENSG00000135018.14,ENSG00000135018,UBQLN1,NA
ENSG00000135040.16,ENSG00000135040,NAA35,NA
ENSG00000135045.7,ENSG00000135045,C9orf40,NA
ENSG00000135046.14,ENSG00000135046,ANXA1,NA
ENSG00000135047.16,ENSG00000135047,CTSL,NA
ENSG00000135048.14,ENSG00000135048,CEMIP2,NA
ENSG00000135049.16,ENSG00000135049,AGTPBP1,NA
ENSG00000135052.16,ENSG00000135052,GOLM1,NA
ENSG00000135063.19,ENSG00000135063,FAM189A2,NA
ENSG00000135069.14,ENSG00000135069,PSAT1,NA
ENSG00000135070.15,ENSG00000135070,ISCA1,NA
ENSG00000135074.16,ENSG00000135074,ADAM19,NA
ENSG00000135077.9,ENSG00000135077,HAVCR2,NA
ENSG00000135083.16,ENSG00000135083,CCNJL,NA
ENSG00000135090.14,ENSG00000135090,TAOK3,NA
ENSG00000135093.13,ENSG00000135093,USP30,NA
ENSG00000135094.11,ENSG00000135094,SDS,NA
ENSG00000135097.7,ENSG00000135097,MSI1,NA
ENSG00000135100.18,ENSG00000135100,HNF1A,NA
ENSG00000135108.15,ENSG00000135108,FBXO21,NA
ENSG00000135111.16,ENSG00000135111,TBX3,NA
ENSG00000135114.12,ENSG00000135114,OASL,NA
ENSG00000135116.9,ENSG00000135116,HRK,NA
ENSG00000135119.15,ENSG00000135119,RNFT2,NA
ENSG00000135124.15,ENSG00000135124,P2RX4,NA
ENSG00000135127.11,ENSG00000135127,BICDL1,NA
ENSG00000135144.7,ENSG00000135144,DTX1,NA
ENSG00000135148.12,ENSG00000135148,TRAFD1,NA
ENSG00000135164.19,ENSG00000135164,DMTF1,NA
ENSG00000135185.12,ENSG00000135185,TMEM243,NA
ENSG00000135205.15,ENSG00000135205,CCDC146,NA
ENSG00000135211.6,ENSG00000135211,TMEM60,NA
ENSG00000135218.19,ENSG00000135218,CD36,NA
ENSG00000135220.11,ENSG00000135220,UGT2A3,NA
ENSG00000135226.18,ENSG00000135226,UGT2B28,NA
ENSG00000135241.17,ENSG00000135241,PNPLA8,NA
ENSG00000135245.10,ENSG00000135245,HILPDA,NA
ENSG00000135248.15,ENSG00000135248,FAM71F1,NA
ENSG00000135249.8,ENSG00000135249,RINT1,NA
ENSG00000135250.17,ENSG00000135250,SRPK2,NA
ENSG00000135253.15,ENSG00000135253,KCP,NA
ENSG00000135269.18,ENSG00000135269,TES,NA
ENSG00000135272.12,ENSG00000135272,MDFIC,NA
ENSG00000135297.16,ENSG00000135297,MTO1,NA
ENSG00000135298.14,ENSG00000135298,ADGRB3,NA
ENSG00000135299.17,ENSG00000135299,ANKRD6,NA
ENSG00000135312.7,ENSG00000135312,HTR1B,NA
ENSG00000135314.12,ENSG00000135314,KHDC1,NA
ENSG00000135315.12,ENSG00000135315,CEP162,NA
ENSG00000135316.19,ENSG00000135316,SYNCRIP,NA
ENSG00000135317.13,ENSG00000135317,SNX14,NA
ENSG00000135318.12,ENSG00000135318,NT5E,NA
ENSG00000135324.6,ENSG00000135324,MRAP2,NA
ENSG00000135333.14,ENSG00000135333,EPHA7,NA
ENSG00000135334.9,ENSG00000135334,AKIRIN2,NA
ENSG00000135336.15,ENSG00000135336,ORC3,NA
ENSG00000135338.14,ENSG00000135338,LCA5,NA
ENSG00000135341.18,ENSG00000135341,MAP3K7,NA
ENSG00000135362.14,ENSG00000135362,PRR5L,NA
ENSG00000135363.12,ENSG00000135363,LMO2,NA
ENSG00000135365.16,ENSG00000135365,PHF21A,NA
ENSG00000135372.9,ENSG00000135372,NAT10,NA
ENSG00000135373.13,ENSG00000135373,EHF,NA
ENSG00000135374.11,ENSG00000135374,ELF5,NA
ENSG00000135378.4,ENSG00000135378,PRRG4,NA
ENSG00000135387.21,ENSG00000135387,CAPRIN1,NA
ENSG00000135390.21,ENSG00000135390,ATP5MC2,NA
ENSG00000135392.18,ENSG00000135392,DNAJC14,NA
ENSG00000135404.12,ENSG00000135404,CD63,NA
ENSG00000135406.14,ENSG00000135406,PRPH,NA
ENSG00000135407.10,ENSG00000135407,AVIL,NA
ENSG00000135409.11,ENSG00000135409,AMHR2,NA
ENSG00000135414.10,ENSG00000135414,GDF11,NA
ENSG00000135423.13,ENSG00000135423,GLS2,NA
ENSG00000135424.18,ENSG00000135424,ITGA7,NA
ENSG00000135426.16,ENSG00000135426,TESPA1,NA
ENSG00000135436.8,ENSG00000135436,FAM186B,NA
ENSG00000135437.10,ENSG00000135437,RDH5,NA
ENSG00000135439.11,ENSG00000135439,AGAP2,NA
ENSG00000135441.7,ENSG00000135441,BLOC1S1,NA
ENSG00000135443.8,ENSG00000135443,KRT85,NA
ENSG00000135446.17,ENSG00000135446,CDK4,NA
ENSG00000135447.17,ENSG00000135447,PPP1R1A,NA
ENSG00000135451.13,ENSG00000135451,TROAP,NA
ENSG00000135452.10,ENSG00000135452,TSPAN31,NA
ENSG00000135454.14,ENSG00000135454,B4GALNT1,NA
ENSG00000135457.10,ENSG00000135457,TFCP2,NA
ENSG00000135469.14,ENSG00000135469,COQ10A,NA
ENSG00000135472.9,ENSG00000135472,FAIM2,NA
ENSG00000135473.15,ENSG00000135473,PAN2,NA
ENSG00000135476.12,ENSG00000135476,ESPL1,NA
ENSG00000135477.11,ENSG00000135477,KRT87P,NA
ENSG00000135480.16,ENSG00000135480,KRT7,NA
ENSG00000135482.7,ENSG00000135482,ZC3H10,NA
ENSG00000135486.19,ENSG00000135486,HNRNPA1,NA
ENSG00000135503.13,ENSG00000135503,ACVR1B,NA
ENSG00000135506.16,ENSG00000135506,OS9,NA
ENSG00000135519.8,ENSG00000135519,KCNH3,NA
ENSG00000135521.9,ENSG00000135521,LTV1,NA
ENSG00000135525.18,ENSG00000135525,MAP7,NA
ENSG00000135535.17,ENSG00000135535,CD164,NA
ENSG00000135537.17,ENSG00000135537,AFG1L,NA
ENSG00000135540.11,ENSG00000135540,NHSL1,NA
ENSG00000135541.21,ENSG00000135541,AHI1,NA
ENSG00000135547.9,ENSG00000135547,HEY2,NA
ENSG00000135549.15,ENSG00000135549,PKIB,NA
ENSG00000135577.4,ENSG00000135577,NMBR,NA
ENSG00000135587.9,ENSG00000135587,SMPD2,NA
ENSG00000135596.18,ENSG00000135596,MICAL1,NA
ENSG00000135597.19,ENSG00000135597,REPS1,NA
ENSG00000135604.10,ENSG00000135604,STX11,NA
ENSG00000135605.13,ENSG00000135605,TEC,NA
ENSG00000135617.4,ENSG00000135617,PRADC1,NA
ENSG00000135622.13,ENSG00000135622,SEMA4F,NA
ENSG00000135624.16,ENSG00000135624,CCT7,NA
ENSG00000135625.8,ENSG00000135625,EGR4,NA
ENSG00000135631.17,ENSG00000135631,RAB11FIP5,NA
ENSG00000135632.12,ENSG00000135632,SMYD5,NA
ENSG00000135636.14,ENSG00000135636,DYSF,NA
ENSG00000135637.14,ENSG00000135637,CCDC142,NA
ENSG00000135638.14,ENSG00000135638,EMX1,NA
ENSG00000135643.5,ENSG00000135643,KCNMB4,NA
ENSG00000135655.16,ENSG00000135655,USP15,NA
ENSG00000135677.11,ENSG00000135677,GNS,NA
ENSG00000135678.12,ENSG00000135678,CPM,NA
ENSG00000135679.25,ENSG00000135679,MDM2,NA
ENSG00000135686.13,ENSG00000135686,KLHL36,NA
ENSG00000135697.10,ENSG00000135697,BCO1,NA
ENSG00000135698.10,ENSG00000135698,MPHOSPH6,NA
ENSG00000135702.14,ENSG00000135702,CHST5,NA
ENSG00000135709.12,ENSG00000135709,KIAA0513,NA
ENSG00000135720.13,ENSG00000135720,DYNC1LI2,NA
ENSG00000135722.9,ENSG00000135722,FBXL8,NA
ENSG00000135723.14,ENSG00000135723,FHOD1,NA
ENSG00000135736.6,ENSG00000135736,CCDC102A,NA
ENSG00000135740.17,ENSG00000135740,SLC9A5,NA
ENSG00000135744.8,ENSG00000135744,AGT,NA
ENSG00000135749.19,ENSG00000135749,PCNX2,NA
ENSG00000135750.15,ENSG00000135750,KCNK1,NA
ENSG00000135763.10,ENSG00000135763,URB2,NA
ENSG00000135766.9,ENSG00000135766,EGLN1,NA
ENSG00000135773.13,ENSG00000135773,CAPN9,NA
ENSG00000135775.14,ENSG00000135775,COG2,NA
ENSG00000135776.5,ENSG00000135776,ABCB10,NA
ENSG00000135778.12,ENSG00000135778,NTPCR,NA
ENSG00000135801.10,ENSG00000135801,TAF5L,NA
ENSG00000135821.19,ENSG00000135821,GLUL,NA
ENSG00000135823.14,ENSG00000135823,STX6,NA
ENSG00000135828.11,ENSG00000135828,RNASEL,NA
ENSG00000135829.17,ENSG00000135829,DHX9,NA
ENSG00000135835.12,ENSG00000135835,KIAA1614,NA
ENSG00000135837.16,ENSG00000135837,CEP350,NA
ENSG00000135838.13,ENSG00000135838,NPL,NA
ENSG00000135842.17,ENSG00000135842,NIBAN1,NA
ENSG00000135845.10,ENSG00000135845,PIGC,NA
ENSG00000135862.6,ENSG00000135862,LAMC1,NA
ENSG00000135870.12,ENSG00000135870,RC3H1,NA
ENSG00000135898.10,ENSG00000135898,GPR55,NA
ENSG00000135899.19,ENSG00000135899,SP110,NA
ENSG00000135900.4,ENSG00000135900,MRPL44,NA
ENSG00000135902.10,ENSG00000135902,CHRND,NA
ENSG00000135903.20,ENSG00000135903,PAX3,NA
ENSG00000135905.20,ENSG00000135905,DOCK10,NA
ENSG00000135912.11,ENSG00000135912,TTLL4,NA
